,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE
45283,2,180000.0,450000.0,35685.0,450000.0,0.072508,-17925,-1372,-630.0,-1429,19.0,1,1,0,1,1,0,4.0,1,1,15,0,0,0,0,0,0,0.3457451882849561,0.625780730426611,0.4188542886233217,0.0825,0.0836,0.9747,0.6532,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0672,0.0677,0.0,0.0868,0.084,0.0867,0.9747,0.6668,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0706,0.0,0.0919,0.0833,0.0836,0.9747,0.6578,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0684,0.069,0.0,0.0886,0.0533,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,1,0,1,6,0,1,1,1,4,4,50,2,0,5,0
45285,1,157500.0,819792.0,41985.0,720000.0,0.006852,-16530,-3388,-6496.0,-71,11.0,1,1,0,1,0,0,3.0,3,3,9,0,0,0,0,0,0,0.6123496471991366,0.2292540489095026,0.2512394458905693,0.0825,0.0792,0.9796,0.7212,0.0,0.0,0.1379,0.1667,0.2083,0.0171,0.0672,0.0771,0.0,0.0,0.084,0.0822,0.9796,0.7321,0.0,0.0,0.1379,0.1667,0.2083,0.0175,0.0735,0.0803,0.0,0.0,0.0833,0.0792,0.9796,0.7249,0.0,0.0,0.1379,0.1667,0.2083,0.0174,0.0684,0.0785,0.0,0.0,0.0607,6.0,0.0,6.0,0.0,-865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,0,4,1,1,10,6,38,3,0,5,0
45360,0,157500.0,538650.0,18522.0,405000.0,0.010643,-19885,-9729,-5655.0,-3444,8.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,1,1,0.5782342028926943,0.580021224249999,0.7764098512142026,0.0278,0.048,0.9906,0.8708,0.0039,0.0,0.1034,0.0833,0.125,0.0272,0.0227,0.0311,0.0,0.0,0.0284,0.0498,0.9906,0.8759,0.0039,0.0,0.1034,0.0833,0.125,0.0278,0.0248,0.0324,0.0,0.0,0.0281,0.048,0.9906,0.8725,0.0039,0.0,0.1034,0.0833,0.125,0.0277,0.0231,0.0317,0.0,0.0,0.0266,5.0,0.0,5.0,0.0,-1983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,2,4,4,1,8,1,49,2,0,5,0
45390,0,315000.0,1024780.5,49432.5,841500.0,0.031329,-11590,-1046,-5460.0,-3820,7.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.3373859898352294,0.3996073910011174,0.5406544504453575,0.0082,0.0111,0.9687,0.5716,0.0015,0.0,0.0345,0.0417,0.0833,0.0059,0.0067,0.0108,0.0,0.0,0.0084,0.0115,0.9687,0.5884,0.0015,0.0,0.0345,0.0417,0.0833,0.006,0.0073,0.0112,0.0,0.0,0.0083,0.0111,0.9687,0.5773,0.0015,0.0,0.0345,0.0417,0.0833,0.006,0.0068,0.0109,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,-1052.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,2,0,1,4,6,38,2,0,0,0
45411,0,211500.0,450000.0,19066.5,450000.0,0.018634,-11550,-2673,-1723.0,-2765,2.0,1,1,1,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.6219753288250123,0.5848873555356944,0.1819591097862785,0.2206,0.123,0.996,0.9456,0.1724,0.2,0.1724,0.375,0.4167,0.0,0.179,0.2283,0.0039,0.0058,0.2248,0.1277,0.996,0.9477,0.174,0.2014,0.1724,0.375,0.4167,0.0,0.1956,0.2378,0.0039,0.0061,0.2228,0.123,0.996,0.9463,0.1735,0.2,0.1724,0.375,0.4167,0.0,0.1821,0.2324,0.0039,0.0059,0.2751,0.0,0.0,0.0,0.0,-1670.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,1,1,1,3,0,10,0,0,4,0
45464,0,135000.0,69651.0,7137.0,63000.0,0.035792,-15977,-1617,-4754.0,-4729,3.0,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.817510714109271,0.6355851668774217,0.7898803468924867,0.0928,0.102,0.9811,0.7416,0.0753,0.0,0.2069,0.1667,0.2083,0.0832,0.0756,0.0912,0.0,0.0,0.0945,0.1058,0.9811,0.7517,0.076,0.0,0.2069,0.1667,0.2083,0.0851,0.0826,0.095,0.0,0.0,0.0937,0.102,0.9811,0.7451,0.0758,0.0,0.2069,0.1667,0.2083,0.0846,0.077,0.0929,0.0,0.0,0.1129,2.0,0.0,2.0,0.0,-428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,4,2,1,4,6,38,2,0,4,0
45467,0,810000.0,1800000.0,56002.5,1800000.0,0.032561,-20788,-1249,-2311.0,-4349,2.0,1,1,1,1,0,1,2.0,1,1,17,0,0,0,0,0,0,0.8649084696380926,0.6035817870584209,0.3360615207658242,0.2948,0.1639,0.9846,0.7892,0.0,0.12,0.1034,0.4583,0.5,0.0611,0.2396,0.0,0.0039,0.0123,0.3004,0.1701,0.9846,0.7975,0.0,0.1208,0.1034,0.4583,0.5,0.0625,0.2617,0.0,0.0039,0.013,0.2977,0.1639,0.9846,0.792,0.0,0.12,0.1034,0.4583,0.5,0.0621,0.2437,0.0,0.0039,0.0125,0.2338,0.0,0.0,0.0,0.0,-1795.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,2,1,1,1,10,3,5,2,0,4,0
45481,0,157500.0,450000.0,22500.0,450000.0,0.030755,-18225,-4476,-6.0,-1740,0.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.5346709008771251,0.7288496502365328,0.3217352821966848,0.0619,0.0722,0.9881,0.8368,0.0094,0.0,0.1379,0.1667,0.2083,0.0295,0.0504,0.0589,0.0,0.0236,0.063,0.0749,0.9881,0.8432,0.0095,0.0,0.1379,0.1667,0.2083,0.0302,0.0551,0.0614,0.0,0.025,0.0625,0.0722,0.9881,0.8390000000000001,0.0095,0.0,0.1379,0.1667,0.2083,0.0301,0.0513,0.06,0.0,0.0241,0.076,4.0,0.0,4.0,0.0,-584.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,2,4,1,1,6,5,5,2,0,4,0
45657,1,270000.0,1350000.0,57330.0,1350000.0,0.030755,-14912,-1880,-926.0,-5168,7.0,1,1,0,1,0,0,2.0,2,2,11,0,1,1,0,0,0,0.7785227301151151,0.7009570077839581,0.7544061731797895,0.0619,0.0,0.9851,0.7959999999999999,0.0093,0.0,0.1379,0.1667,0.0,0.0,0.0504,0.059,0.0,0.0,0.063,0.0,0.9851,0.804,0.0094,0.0,0.1379,0.1667,0.0,0.0,0.0551,0.0615,0.0,0.0,0.0625,0.0,0.9851,0.7987,0.0094,0.0,0.1379,0.1667,0.0,0.0,0.0513,0.0601,0.0,0.0,0.0515,0.0,0.0,0.0,0.0,-775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,2,1,4,1,0,6,38,2,0,4,0
45669,0,225000.0,1226700.0,39703.5,900000.0,0.008019,-20512,-7643,-2140.0,-3935,2.0,1,1,0,1,0,1,2.0,2,2,14,0,0,0,0,0,0,0.8505621930353328,0.3750527615066985,0.7016957740576931,0.1113,0.1295,0.9955,0.9388,0.127,0.24,0.2069,0.375,0.2917,0.0669,0.0782,0.2512,0.0579,0.1402,0.1134,0.1344,0.9955,0.9412,0.1281,0.2417,0.2069,0.375,0.2917,0.0684,0.0854,0.2617,0.0584,0.1484,0.1124,0.1295,0.9955,0.9396,0.1278,0.24,0.2069,0.375,0.2917,0.0681,0.0795,0.2557,0.0582,0.1431,0.2975,0.0,0.0,0.0,0.0,-2439.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,1,1,1,0,5,5,3,0,5,0
45797,2,360000.0,900000.0,62640.0,900000.0,0.02461,-11350,-1725,-1570.0,-3819,1.0,1,1,1,1,0,0,4.0,2,2,12,0,0,0,0,0,0,0.2144213427707454,0.6943009273840577,0.6279908192952864,0.0495,0.0539,0.9578,0.422,0.0069,0.0,0.1724,0.125,0.1667,0.0143,0.0403,0.0508,0.0,0.0,0.0504,0.056,0.9578,0.4446,0.0069999999999999,0.0,0.1724,0.125,0.1667,0.0147,0.0441,0.0529,0.0,0.0,0.05,0.0539,0.9578,0.4297,0.0069999999999999,0.0,0.1724,0.125,0.1667,0.0146,0.041,0.0517,0.0,0.0,0.0437,3.0,0.0,3.0,0.0,-1414.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,0,1,1,1,3,3,27,2,0,5,0
45864,0,90000.0,224149.5,22167.0,193500.0,0.018801,-16159,-5689,-453.0,-4751,2.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.6594321625514948,0.5838782301256827,0.7597121819739279,0.0557,0.0288,0.9776,0.6940000000000001,0.0193,0.04,0.0345,0.3333,0.0417,0.0474,0.0454,0.0468,0.0,0.0,0.0567,0.0299,0.9777,0.706,0.0195,0.0403,0.0345,0.3333,0.0417,0.0485,0.0496,0.0488,0.0,0.0,0.0562,0.0288,0.9776,0.6981,0.0194,0.04,0.0345,0.3333,0.0417,0.0482,0.0462,0.0476,0.0,0.0,0.0474,1.0,0.0,1.0,0.0,-2170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,2,4,0,5,6,1,12,3,0,5,0
45870,1,270000.0,547272.0,43366.5,495000.0,0.0072739999999999,-16587,-3182,-2147.0,-117,7.0,1,1,0,1,0,1,3.0,2,2,14,0,0,0,0,0,0,0.6275972154901935,0.6184294808338426,0.3539876078507373,0.0923,0.0,0.9831,0.7688,0.0063,0.0,0.0517,0.1667,0.1042,0.0359,0.0752,0.0388,0.0,0.0539,0.0315,0.0,0.9786,0.7190000000000001,0.0061,0.0,0.0345,0.1667,0.0,0.0267,0.0275,0.0326,0.0,0.0,0.0932,0.0,0.9831,0.7719,0.0064,0.0,0.0517,0.1667,0.1042,0.0366,0.0765,0.0395,0.0,0.055,0.028,0.0,0.0,0.0,0.0,-347.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,1,6,2,4,1,1,11,5,27,2,0,5,0
45902,0,270000.0,225000.0,22252.5,225000.0,0.072508,-20528,-4545,-2436.0,-3944,9.0,1,1,1,1,0,1,2.0,1,1,14,0,0,0,0,0,0,0.7250220651453042,0.6803639856844702,0.7490217048463391,0.1833,0.103,0.9896,0.8572,0.0972,0.256,0.1103,0.5667,0.6083,0.0,0.1483,0.1925,0.0054,0.0633,0.1113,0.0587,0.9901,0.8693,0.0562,0.1611,0.069,0.5417,0.5833,0.0,0.0955,0.119,0.0039,0.0013,0.1332,0.0842,0.9901,0.8658,0.0816,0.16,0.069,0.5417,0.5833,0.0,0.1086,0.1422,0.0039,0.0339,0.3375,0.0,0.0,0.0,0.0,-1557.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,6,0,4,1,1,4,4,5,2,0,4,0
45942,0,202500.0,135000.0,12379.5,135000.0,0.00702,-8532,-1119,-8059.0,-1156,0.0,1,1,0,1,1,1,1.0,2,2,14,0,0,0,0,0,0,0.1933714247941506,0.4974269984220999,0.0642370375343833,0.1856,0.1435,0.9851,0.7959999999999999,0.0444,0.2,0.1724,0.3333,0.0417,0.1058,0.1513,0.1959,0.0,0.0,0.1891,0.1467,0.9846,0.7975,0.0334,0.2014,0.1724,0.3333,0.0417,0.0856,0.1653,0.2009,0.0,0.0,0.1874,0.1435,0.9851,0.7987,0.0446,0.2,0.1724,0.3333,0.0417,0.1076,0.1539,0.1994,0.0,0.0,0.1746,1.0,0.0,1.0,0.0,-1008.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0,1,0,1,6,0,4,3,1,14,4,5,2,0,4,0
45973,0,315000.0,376920.0,20574.0,270000.0,0.020713,-15113,-764,-3540.0,-2205,4.0,1,1,0,1,0,0,1.0,3,1,11,0,0,0,0,0,0,0.2455608392779557,0.2004773067101768,0.6023863442690867,0.0402,0.0671,0.9707,0.5988,0.0065,0.0,0.069,0.1667,0.0417,0.0338,0.0319,0.0479,0.0039,0.0081,0.041,0.0696,0.9707,0.6145,0.0065,0.0,0.069,0.1667,0.0417,0.0345,0.0349,0.0499,0.0039,0.0086,0.0406,0.0671,0.9707,0.6042,0.0065,0.0,0.069,0.1667,0.0417,0.0344,0.0325,0.0488,0.0039,0.0083,0.0395,2.0,0.0,2.0,0.0,-598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0,1,0,0,6,2,4,3,2,8,4,12,2,0,5,0
45986,0,292500.0,450000.0,53536.5,450000.0,0.0196889999999999,-10443,-1113,-4587.0,-3103,65.0,1,1,0,1,0,1,1.0,2,2,8,0,0,0,0,0,0,0.3682320483230887,0.6138005285592173,0.6127042441012546,0.1031,0.0829,0.9796,0.7212,0.0112,0.0,0.2069,0.1667,0.0417,0.0,0.0815,0.0875,0.0116,0.0106,0.105,0.086,0.9796,0.7321,0.0113,0.0,0.2069,0.1667,0.0417,0.0,0.0891,0.0912,0.0117,0.0112,0.1041,0.0829,0.9796,0.7249,0.0112,0.0,0.2069,0.1667,0.0417,0.0,0.0829,0.0891,0.0116,0.0108,0.0711,0.0,0.0,0.0,0.0,-909.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,6,2,1,3,1,6,0,46,2,0,0,0
45990,1,112500.0,324216.0,20848.5,256500.0,0.0228,-15545,-3423,-8666.0,-4873,8.0,1,1,0,1,0,1,3.0,2,2,8,0,0,0,0,0,0,0.7143736523584406,0.6231962234915636,0.8128226070575616,0.1392,0.1738,0.9836,0.7756,0.0919,0.16,0.1379,0.3333,0.375,0.1082,0.1101,0.1458,0.0154,0.1846,0.1418,0.1804,0.9836,0.7844,0.0927,0.1611,0.1379,0.3333,0.375,0.1107,0.1203,0.1519,0.0156,0.1954,0.1405,0.1738,0.9836,0.7786,0.0925,0.16,0.1379,0.3333,0.375,0.1101,0.112,0.1484,0.0155,0.1885,0.205,1.0,1.0,1.0,1.0,-318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,2,4,1,1,14,6,3,2,0,5,0
45995,1,157500.0,826398.0,29812.5,697500.0,0.019101,-20199,-7874,-7116.0,-3751,12.0,1,1,0,1,1,1,3.0,2,2,11,0,0,0,0,0,0,0.6318862930451156,0.6976831640528777,0.7076993447402619,0.0819999999999999,0.0533,0.9896,0.8572,0.0278,0.08,0.069,0.375,0.2292,0.0152,0.0668,0.0836,0.0019,0.0031,0.083,0.0546,0.9896,0.8628,0.0206,0.0806,0.069,0.375,0.0417,0.0101,0.0725,0.0862,0.0,0.0,0.0828,0.0533,0.9896,0.8591,0.028,0.08,0.069,0.375,0.2292,0.0155,0.068,0.0851,0.0019,0.0031,0.0668,0.0,0.0,0.0,0.0,-2751.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,1,1,1,0,5,5,2,0,4,0
46007,1,135000.0,239850.0,28462.5,225000.0,0.018209,-11382,-667,-907.0,-3844,17.0,1,1,0,1,0,1,3.0,3,3,7,0,0,0,0,0,0,0.3860684837898455,0.3985008941568931,0.2512394458905693,0.2216,0.1456,0.9806,0.7348,0.052,0.24,0.2069,0.3333,0.0417,0.1393,0.1774,0.2087,0.0154,0.1169,0.2258,0.151,0.9806,0.7452,0.0525,0.2417,0.2069,0.3333,0.0417,0.1424,0.1938,0.2175,0.0156,0.1238,0.2238,0.1456,0.9806,0.7383,0.0523,0.24,0.2069,0.3333,0.0417,0.1417,0.1804,0.2125,0.0155,0.1194,0.218,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,2,4,1,1,8,2,49,1,0,4,0
46025,1,157500.0,781920.0,42417.0,675000.0,0.018634,-13669,-827,-7648.0,-2867,5.0,1,1,1,1,1,0,3.0,2,2,11,1,1,0,1,1,0,0.5566474518327671,0.3295964100347579,0.5352762504724826,0.2227,0.1588,0.9831,0.7688,0.0907,0.24,0.2069,0.3333,0.375,0.1918,0.1816,0.2288,0.0,0.0,0.2269,0.1648,0.9831,0.7779,0.0915,0.2417,0.2069,0.3333,0.375,0.1962,0.1983,0.2384,0.0,0.0,0.2248,0.1588,0.9831,0.7719,0.0913,0.24,0.2069,0.3333,0.375,0.1952,0.1847,0.2329,0.0,0.0,0.2295,0.0,0.0,0.0,0.0,-559.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,6,1,1,1,1,6,0,15,3,0,4,0
46062,0,202500.0,675000.0,32472.0,675000.0,0.04622,-15394,-747,-1791.0,-6115,18.0,1,1,1,1,1,0,1.0,1,1,13,0,0,0,0,1,1,0.7169225451379027,0.4074760318641776,0.4206109640437848,0.0052,0.0131,0.9771,0.6872,0.0,0.0,0.1034,0.0,0.0417,0.0251,0.0042,0.003,0.0,0.0,0.0053,0.0136,0.9772,0.6994,0.0,0.0,0.1034,0.0,0.0417,0.0257,0.0046,0.0032,0.0,0.0,0.0052,0.0131,0.9771,0.6914,0.0,0.0,0.1034,0.0,0.0417,0.0255,0.0043,0.0031,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,-512.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,6,2,1,3,1,8,1,30,2,0,0,0
46106,0,225000.0,845410.5,35820.0,742500.0,0.072508,-23412,-4715,-13473.0,-2926,3.0,1,1,0,1,1,0,2.0,1,1,12,0,0,0,0,0,0,0.749779501737139,0.7358021917296618,0.7623356180684377,0.1284,0.0486,0.9806,0.7348,0.0499,0.14,0.1207,0.3333,0.375,0.1241,0.1196,0.1223,0.0039,0.0013,0.1502,0.0101,0.9806,0.7452,0.0504,0.1611,0.1379,0.3333,0.375,0.0,0.1313,0.0711,0.0,0.0,0.1478,0.041,0.9806,0.7383,0.0502,0.16,0.1379,0.3333,0.375,0.0,0.1223,0.1415,0.0,0.0013,0.0542,0.0,0.0,0.0,0.0,-2763.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,6,0,1,1,1,10,0,5,2,0,4,0
46111,0,225000.0,149256.0,15669.0,135000.0,0.032561,-11265,-1183,-5008.0,-3608,8.0,1,1,0,1,0,0,2.0,1,1,12,0,0,0,0,0,0,0.6492119816842108,0.6324391961885926,0.4206109640437848,0.1254,0.0961,0.9757,0.6668,0.013,0.0,0.2241,0.1667,0.2083,0.1095,0.1006,0.1184,0.0077,0.0119,0.1061,0.0745,0.9762,0.6864,0.0107,0.0,0.1724,0.1667,0.2083,0.0953,0.0918,0.0936,0.0039,0.0069,0.1062,0.0718,0.9762,0.6779999999999999,0.0107,0.0,0.2241,0.1667,0.2083,0.1137,0.0855,0.1206,0.0078,0.011,0.0724,0.0,0.0,0.0,0.0,-917.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,0,4,1,1,4,3,5,2,0,4,0
46126,1,180000.0,900000.0,29164.5,900000.0,0.018634,-16532,-1551,-6745.0,-77,2.0,1,1,0,1,0,1,3.0,2,2,10,0,0,0,0,0,0,0.6986818763689165,0.6765811233898715,0.5971924268337128,0.334,0.1727,0.9831,0.7688,0.0,0.24,0.2069,0.3333,0.0417,0.1101,0.2723,0.3155,0.0,0.0,0.3403,0.1793,0.9831,0.7779,0.0,0.2417,0.2069,0.3333,0.0417,0.1126,0.2975,0.3288,0.0,0.0,0.3373,0.1727,0.9831,0.7719,0.0,0.24,0.2069,0.3333,0.0417,0.112,0.277,0.3212,0.0,0.0,0.2852,0.0,0.0,0.0,0.0,-627.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,0,1,1,1,14,5,38,3,0,4,0
46256,1,315000.0,900000.0,69781.5,900000.0,0.04622,-14778,-1843,-2008.0,-4728,3.0,1,1,0,1,0,0,3.0,1,1,18,0,0,0,1,1,1,0.546135012993368,0.4513153753932111,0.4866531565147181,0.0825,0.0,0.9747,0.6532,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0672,0.0697,0.0,0.0,0.084,0.0,0.9747,0.6668,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0726,0.0,0.0,0.0833,0.0,0.9747,0.6578,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0684,0.0709,0.0,0.0,0.0548,1.0,0.0,0.0,0.0,-765.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,6,0,4,1,1,4,1,5,2,0,4,0
46278,1,135000.0,270000.0,13914.0,270000.0,0.005002,-13511,-2496,-7648.0,-1566,17.0,1,1,0,1,0,0,3.0,3,3,14,0,0,0,0,0,0,0.5871583542961555,0.7035951369051209,0.4614823912998385,0.1031,0.099,0.9831,0.7688,0.0124,0.0,0.2069,0.1667,0.2083,0.0257,0.0841,0.0938,0.0,0.0,0.105,0.1027,0.9831,0.7779,0.0125,0.0,0.2069,0.1667,0.2083,0.0263,0.0918,0.0977,0.0,0.0,0.1041,0.099,0.9831,0.7719,0.0124,0.0,0.2069,0.1667,0.2083,0.0261,0.0855,0.0955,0.0,0.0,0.0805,4.0,1.0,4.0,0.0,-2801.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,2,1,1,1,0,1,35,1,0,4,0
